university,unitid,addr,city,state,zip,location,latitude,longitude,school_name,school_type,program_title,specialization,program_type,in_state_tuition_yearly,out_state_tuition_yearly,in_state_tuition_course,out_state_tuition_course,In_state_fees,out_state_fees,study_mode,modality_program,modality_course,tot_cr_hrs,req_crs,elect_crs,course_code,course_name,core_elec,course_desc,undergraduate_certificate,undergraduate_certificate_d,postgraduate_certificate,postgraduate_certificate_d,associate,associate_d,bachelor,bachelor_d,master,master_d,doctor,doctor_d
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 521,The Nonprofit and Voluntary Sector,C,"The theory, size, scope, and functions of the nonprofit and voluntary sector are covered from multiple disciplinary perspectives including historical, political, economic, and social.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 52,Human Resource Management in Nonprofit Organizations,C,"This course provides an overview of the human resource management areas necessary for the productive functioning of nonprofit organizations. Theories of motivation applicable to the management of staff and volunteers and personnel topics of recruitment, selection, board-staff relations, compensation, training, and development are covered.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 525,Management in Nonprofit Sector,C,"An examination of nonprofit organizations and their role in society. Management issues and public policy affecting these organizations are discussed. Primary emphasis is on U.S. organizations, but attention is given to the global nature of the sector.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 526,Financial Management for Nonprofit Organizations,C,This course emphasizes a thorough understanding of the language and key concepts of nonprofit financial management. A working knowledge of the basic analytical tools used in financial decision-making for nonprofit organizations will be examined through the use of computer software.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 558,Fund Development for Nonprofits,E,"Important aspects of the fundraising process in nonprofit organizations are covered, including techniques and strategies for assessing potential sources of support, effective use of human resources, process management, theory to underlay practice, analysis of current practice, practice standards, and discussion of ethical problems.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 510,Advocacy and Government Regulations,E,"This course concerns advocacy as practiced by public and nonprofit organizations. Advocacy includes a broad range of activities that attempt to influence a specific policy, legislative, regulatory, or implementation outcome. Advocacy also can include efforts to influence private behavior or encourage individual action.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 544,Marketing for Nonprofit Organizations,E,"This course examines the concepts of marketing and the extent to which they apply to the nonprofit sector, as well as how marketing can assist organizations both in resource acquisition and program development/implementation. Contexts such as social marketing, arts marketing, fundraising, education, and healthcare marketing will be considered.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 557,Proposal Development and Grant Administrtaion,E,"This course provides the opportunity for each student to develop a complete proposal through participation in the entire grant application process. The integration of case studies, visual media, printed materials, and class discussions provides students with practical knowledge for writing successful proposals.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana University-Northwest,151360,3400 Broadway,Gary,IN,46408,"Bloomington, Indiana",41.557324,-87.337249,O'Neill School of Public and Environmental Affairs,PA,Nonprofit Management,,Certificate,7836,17466,349.27,830.82,,,FT,P,N/A,15,12,3,SPEA-V 559,Principles and Practices of Social Entrepreneurship,E,"This course will survey issues in social entrepreneurship and engage students in completing class projects applying principles and practices of social entrepreneurship to problems of nonprofit organizations, government agencies, and social-purpose business.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 602,Nonprofit Management,C,"Course DescriptionLeaders of nonprofit organizations must understand their role in the diverse political, social and economic contexts in which they will lead. This course provides a comprehensive understanding of how to lead a nonprofit organization. Students will examine governance, key concepts and the stakeholders involved in nonprofit management. (Formerly BUSI 602)For information regarding prerequisites for this course, please refer to the Academic Course Catalog.Course GuideView this courseâ€™s outcomes, policies, schedule, and more.*View Course Guides*The information contained in our Course Guides is provided as a sample. Specific course curriculum and requirements for each course are provided by individual instructors each semester. Students should not use Course Guides to find and complete assignments, class prerequisites, or order books.RationaleIn the United States, the primary focus of coursework in business graduate programs is the for-profit sector. Nonprofit management is a relatively new field of graduate professional education. Although still a small field compared with business management or public administration, nonprofit management programs have grown rapidly. Liberty University recognizes that many of its business graduates may seek a vocation in areas other than the for-profit sector. Thus, the rationale for this course is to provide graduate students with the essential skills necessary to lead, manage, and operate nonprofit organizations.Course AssignmentTextbook readings and lecture presentationsNo details available.Course Requirements ChecklistAfter reading the Course Syllabus and Student Expectations, the student will complete the related checklist found in the Course Overview.Discussions (4)Discussions are collaborative learning experiences. Therefore, the student will complete four Discussions in the course. Each Discussion is split over 2 weeks and requires a thread of at least 400 words and 2 replies of at least 200 words each. The student will be reviewing and analyzing case studies/journal articles for each Discussion. Each reply must provide additional sources to expand the conversation. All posts must have a clear, logical flow. Correct spelling and grammar must be used, with complete, clear, and concise sentences that vary in structure. Major points must be supported by good examples or thoughtful analysis. Where applicable, any sources cited must have been published within the last five years and cited in current APA format.Nonprofit Analysis Project AssignmentThis project starts with the student reading about a Christian worldview and reflecting upon it in a short essay (at least 1â€“2 full pages). Then, the student will select 10 different nonprofit organizations to review (at least 5â€“6 full pages), explaining how each organization demonstrates the 6 characteristics defined in Chapter 3 of the course textbook. Two of the selected organizations must be Christian, and the student will answer specific questions on their distinctive principles, vision, mission, purpose, and goals. Each organization description must be at least 250 words. After narrowing the reviewed 10 down to 1 particular organization, the student will do an in-depth evaluation and assessment (at least 5 full pages), identifying the vision, mission, and purpose of the organization. The student will choose 5â€“7 key concepts from the Learn material and apply them to the selected organization. The student will identify factors contributing to the organizationâ€™s success and any strategic issues facing the organization. Finally, the student will provide a list of 8 well-supported recommendations, using at least 3 credible sources that include the Learn material, in a professional letter to the assessed organization (at least 5 full pages). This assignment must be completed in strict, current APA format, with a cover page and a reference page, and be double-spaced throughout. Each section must have a clear, logical flow. Major points must be stated clearly and supported by examples or thoughtful analysis. Correct spelling and grammar must be used, with complete, clear, and concise sentences that vary in structure.Quizzes (4)Each quiz will cover the Textbook material for the assigned modules. Each quiz will be open-book/open-notes, contain 25 multiple-choice questions, and have a 45-minute time limit. Each quiz will allow 1 attempt.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 620,Nonprofit Leadership and Board Governance,C,"Course DescriptionThis course prepares nonprofit leaders to manage financial sustainability through use of financial ratios to determine the health of the organization by analyzing financial statements.For information regarding prerequisites for this course, please refer to the Academic Course Catalog.Course GuideView this courseâ€™s outcomes, policies, schedule, and more.*View Course Guides*The information contained in our Course Guides is provided as a sample. Specific course curriculum and requirements for each course are provided by individual instructors each semester. Students should not use Course Guides to find and complete assignments, class prerequisites, or order books.RationaleThis course is part of the core elements of the Masters in NonProfit Management for several cognates. Research bears out that nonprofit financial management is crucial to the organizationâ€™s success. Understanding these issues near the beginning of the MNM program of study lays a foundation for the more advanced nonprofit coursesCourse AssignmentTextbook readings and lecture presentationsNo details available.Course Requirements ChecklistAfter reading the Course Syllabus and Student Expectations, the student will complete the related checklist found in the Course Overview.Discussions (4)Discussions are collaborative learning experiences. Therefore, the student will participate in 4 discussions. Both parts of the discussion (thread and replies) must be submitted by the published deadlines in order for the student to earn credit for either part of the discussion. The student will post one thread of at least 450 words and two replies of at least 300 words (each). The student will support the thread and replies with 3 scholarly sources. The sudent will calculate the financial ratioâ€™s of their chosen nonprofit and describe the trend and health of the organization in a paper of at least 1,000-1,500 words. The paper must include at least 3 other references from scholarly articles that have ppublication dates no older than 5 years.The student will write a paper supporting why sound financial planning is key for nonprofits using the readings to date to support his or her argument. The paper must be at least 1,000-1,500 words and must include at least 4 citations in addition to student textbooks.The student will write an essay of 1,000 to 1,500 words in current APA format that focuses on how biblical concepts are related to the fields of accounting and finance. The essay must incorporate a thoughtful analysis (considering assumptions, analyzing implications, comparing/contrasting concepts) of nonprofits. The paper must include at least 3 peer-reviewed references in addition to the Bible and course textbook.Individual Research Paper AssignmentThe student will write an 8 page minimum academic and scholarly paper exploring one topic in depth related to course content and concepts.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 621,Fundraising and Development Strategies for Nonprofit Organizations,C,"Course DescriptionThis course provides a foundation of a nonprofit organizationâ€™s fundraising perspective, donor cultivation, capital campaigns and stewardship that impact fundraising and development strategies.For information regarding prerequisites for this course, please refer to the Academic Course Catalog.ourse GuideView this courseâ€™s outcomes, policies, schedule, and more.*View Course Guides*The information contained in our Course Guides is provided as a sample. Specific course curriculum and requirements for each course are provided by individual instructors each semester. Students should not use Course Guides to find and complete assignments, class prerequisites, or order books.RationaleBMAL 621 focuses on three things. 1) Analyzing nonprofit principles based upon current theories or concepts. This course emphasizes the practical side of developing the actual competencies and attitudes necessary for successful, effective fundraising. 2) Recommending solutions based upon research and knowledge of the literature. The course will cover how managers and leaders at all levels of an organization impact the effectiveness of fundraising. 3) Addressing the need for Christian leaders and managers to integrate their faith with their learning and actions regarding fundraising across all types of nonprofit organizations.Course AssignmentNo details available.After reading the Course Syllabus and Student Expectations, the student will complete the related checklist found in the Course Overview.Discussions are collaborative learning experiences. Therefore the student will participate in 7 module discussions. The student will post one thread of at least 400 words responding to each prompt. The student must then post two (2) replies of at least 250 words responding to the posts of his/her peers. Each thread must include 2 scholarly journal citations, 1 citation from the text, and one biblical integration. Each reply must incorporate at least 1 scholarly journal citation, 1 citation from the text, and one biblical integration. Both parts of the discussion (thread and replies) must be submitted by the published deadlines in order for the student to earn credit for either part of the discussion. The student must use current APA format.The fundraising plan will consist of 4 parts. Each student will research and submit a fundraising plan consisting of three papers and conclude with a presentation. All parts of the project must be written in current APA format.Fundraising Plan: Part 1 â€“ Goal Setting AssignmentIn at least 6-8 pages (not including Title Page, Abstract, or Reference page), the student will create a detailed narrative that describes an upcoming fundraising event that includes the fundraising eventâ€™s goals and associated timeline. Paper must include at least 3 scholarly resources in addition to the course textbooks and the Bible.Fundraising Plan: Part 2 â€“ Budget Planning AssignmentIn at least 6-8 pages (not including Title Page, Abstract, or Reference page), the student will provide a detailed narrative that explains the budget for the upcoming fundraising event. The student needs to provide a narrative that explains the expected costs as well as the expected revenue. Paper must include at least 3 scholarly resources in addition to the course textbooks and the Bible.Fundraising Plan: Part 3 â€“ Calendar AssignmentIn at least 6-8 pages (not including Title Page, Abstract, or Reference page), the student will describe the calendar and sequence of events, success measurements, and alternative plan(s) surrounding the event. Paper must include at least 3 scholarly resources in addition to the course textbooks and the Bible.Fundraising Plan: Presentation AssignmentThe student will create a presentation that summarizes his/her annual fundraising event. The presentation should be at least 12-15 slides, include a reference slide, and include at least 3 scholarly resources in addition to the Bible. This presentation will be submitted as a video PowerPoint presentation.Based on the Course Learning Outcomes above, this course will have a cumulative Quiz to ensure the Program Learning Outcomes are met. The quiz will be open ook/open notes, contain 50 multiple-choice and true/false questions, and have a 2 hour time limit.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,WRIT 601,Grant Writing,C,"A course on the process of grant writing.The purpose of this course is to provide the student with an overview of grant writing. The basics of identifying need arguments, key players, proposal assembly, budgeting, and networking will be highlighted, particularly in the U.S. context. Grant writing information helps in acquiring grant funds for missional development of humanitarian and evangelistic purposes.Course AssignmentTextbook readings and lecture presentationsNo details available.Course Requirements ChecklistAfter reading the Course Syllabus and Student Expectations, the student will complete the related checklist found in the Course Overview.Discussions (5)Discussion are collaborative learning experiences. Therefore, the student will participate in 5 Discussions by posting a thread in response to the provided prompt. Each thread must be at least 450 words and supported by a textbook and other sources, in current APA format. The student is required to reply to 2 classmatesâ€™ threads. Each reply must be at least 300 words. (CLOs: A, E)Sample Problem Statement AssignmentThe student will identify a sample organizational need statement for a real or hypothetical grant funding application, based on Step 3 of the Oâ€™Neal-McElrath text. Then, the student will write at least 800 words on the sample problem statement. The essay must include at least 2 sources containing information on organizational, community, national, or Census-related information. (CLs: B, C, F, G)Sample Operational Budget AssignmentThe student will create a one-year working budget for his or her proposed grant project, based on Step 8 of the Oâ€™Neal-McElrath text. The budget must be summarized in a tabular format, in sufficient detail. (Sample budget templates are shown on the companion website for the Oâ€™Neal-McElrath text). The Excel table must be pasted within a larger Word document of at least 500 words that discusses all cost components in relevant detail. The cost items must include labor, burden, fringe, overhead, rents, equipment, supplies, marketing, and all other relevant expenses. Include references as needed. (CLOs: B, D, E, F, G)Sample Grant AssignmentFollowing the steps outlined in the Oâ€™Neal-McElrath text, each student will submit a fully formed sample grant document containing a minimum of 4,000 words. Each section of the sample grant must be linear and logical from start to finish. The sample grant must be of sufficient quality that it could be presented to a church, public agency, or employer as a conversation starter for a future grant submittal. The sample grant must include a cover page, table of contents, cover letter, overview of key staff, budget, evaluation, and references. Partnerships or appendices may be included, as needed. (CLOs: B, C, D, E, F, G)",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 622,International NGO,E,This course examines International non-governmental organizations and their activities and important roles they play in promoting the public interest and serving the public good.,0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 632,Nonprofits and Legal Issues,E,"Nonprofit organizations are directly affected by, and must respond quickly to, changes to laws. This course will provide a graduate level overview of tax law, governmental accounting, and legal issues that result from a change in the law.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Financial Management,Financial Management,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 633,Nonprofit Financial Planning,E,"The mission of a nonprofit organization and the money to run the organization intersect. This course will explore forecasting, risk management and developing a long-term strategic plan for the capital budget, capital reserves, debt and acquisition of new capital.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Social Media,Social Media,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 630,Accounting for Nonprofits,C,"Although not in business to make money, nonprofit leaders must be familiar with nonprofit accounting standards. This course will discuss non-profit accounting concepts, budgeting, controls, nonprofit transactions and financial statements.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Social Media,Social Media,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 690,Capstone: Strategic Planning and Ethics in Nonprofit Organizations,C,Students will determine strategies that impact the nonprofit organization during this culminating experience for the Master of Nonprofit Management degree program.,0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Social Media,Social Media,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,STCO 534,Strategic Media Analysis,C,"The strategic media analyst utilizes the situation analysis to determine the strengths, weaknesses, opportunities, and threats facing a client, a company, or a product. In this course, students will employ a situation analysis or SWOT to assess an existing media plan, to propose improvements to an existing advertising plan, and to prepare presentations to deliver findings to a client.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Social Media,Social Media,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,STCO 546,Effective Media Analysis,C,Using social media platforms to build a competitive advantage. Involves extensive integration and application of social media technologies.,0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Social Media,Social Media,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,STCO 648,Setting Social & Interactive Goals,C,"The use of social, mobile and online bechmarking and metrics in maximizing social media strategy and growing a customer/audience base.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Entrepreneurship,Entrepreneurship,MA,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 603,Entrepreneurship,C,"This course is directed toward preparing those considering starting or acquiring a business. Students will examine the managerial, technical and financial challenges of entrepreneurship. In-depth studies of the entrepreneurial requirements for success and the methods of entering a business are covered. ",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Entrepreneurship,Entrepreneurship,MA,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BMAL 640,Entrepreneurial Innovation in the Nonprofit Organization,C,"Leaders of nonprofit organizations are responsible for creating social and sustainable market-based solutions. The student will examine innovation concepts, practices, strategies, and social entrepreneurship.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Entrepreneurship,Entrepreneurship,MA,6960,6960,645,645,,,FT_PT,O,O,30,21,9,BUSI 561,Legal Issues in Business,C,"This course provides the student with a foundational knowledge of the legal issues that both start-up and established business enterprises face. Armed with this wisdom, the student will assess an organization's need for competent legal advice from an experienced professional in matters of contracts, corporations, employment, insurance, intellectual property, international trade, leases, limited liability organizations, partnerships, and homeland security concerns.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Global Studies,Global Studies,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,GLST 600,Cultural Anthropology,E,"Study of human cultures, customs, and social structures relevant to global nonprofit work.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Global Studies,Global Studies,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,GLST 640,Marketplace Strategies,E,"Application of strategic thinking in global markets, emphasizing ethical and sustainable practices.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management - Global Studies,Global Studies,Master,6960,6960,645,645,,,FT_PT,O,O,30,21,9,GLST 650,Intercultural Communication,E,Explores communication styles and challenges across diverse cultural settings.,0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 520,Strategic Marketing Management,C,"This course is designed to provide the student with a working knowledge of the steps involved in the analytical and decision-making processes involved in formulating, implementing and controlling a strategic marketing program for a product market entry.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 530,Managerial Finance,C,"A treatment of the theory and practice of financial decision making in the firm, with emphasis on the practical application of financial analysis, the course is based on the principle that a firm should be managed to increase the wealth of its shareholders. The target audience is managers, at all levels and in all functional areas. Beginning with an overview of financial analysis, the course topics include financial management, capital investment decisions, financing decisions, and managing for value creation. Importance is placed on the concept of the time value of money.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 600,Business Research Methods,C,"Business research is a systematic inquiry whose objective is to provide information to solve managerial problems. This course is an introduction on how to do business research with an emphasis on applied problem solving. It has a major focus on problem identification and analysis, problem solving strategies and communication skills.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 601,Accounting for Decision Making,C,"This is a graduate level course in cost management with a strategic cost emphasis. The course presents an in-depth study of contemporary management techniques used by managers in a contemporary business environment. The balanced scorecard, critical success factors, and strategic analysis are emphasized and integrated with other decision making techniques in this accounting course.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 604,International Business,C,"The purpose of the course is to prepare managers to compete successfully in the global economy. The rapidly changing economic, political, technological and cultural environments will be studied as a foundation for understanding how to compete in differing environments, utilizing the resources available to the enterprise in managing the various functional areas of business",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 610,Organizational Design and Structure,C,"This course provides graduate-level instruction regarding the design, redesign, and implementation of effective organizations. Special emphasis is placed on the analysis, planning, implementation, and evaluation of both the social and technical systems of organizations with emphasis on the structural changes necessary to improve and maintain productivity and quality of work life.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 642 ,Contemporary Issues in Human Resource Management,C,"A practical approach designed for the general manager that provides a knowledge base in basic human resource topics, as well as an in-depth analysis of important current issues in the field. Through text readings, case studies, experiential exercises, Internet activities, and research, students will learn to synthesize and integrate theory with application and evaluate the effectiveness of an organization's human resources.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 650,Operations Management,C,"This course provides graduate-level instruction regarding the concepts and analytic methods that are useful in understanding the management of a firm's operations. Special emphasis will be placed on familiarizing the student with the problems and issues confronting operations managers, and providing the student with language, concepts, insights and tools to deal with these issues in order to gain competitive advantage through operations. Because the course deals with the management of ""processes,"" it applies to both for-profit and non-profit organizations, to both service and manufacturing organizations, and to virtually any functional area or industry.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 690, Policy and Strategy in Global Competition,C,"This capstone course integrates the concepts, techniques, and knowledge of all areas of business administration. This course may not be substituted for or transferred in from another institution. This course is the capstone course and must be taken in the final term of enrollment.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
Liberty University,232557,1971 University Blvd,Lynchburg,VA,24515,"Lynchburg, VA",37.350232,-79.18222,School of Business,B,Nonprofit Management,,MS,6960,6960,645,645,,,PT,O_P,O_P,45,33,12,BUSI 643,Workforce Planning and Employment,E,"This course will examine the changing nature of the labor market, including conceptual, operational, and legal issues. Discussion and activities will focus on the legal, ethical, and economic factors affecting recruitment, selection, placement, and appraisal. Students will learn to synthesize theory with application and evaluate the effectiveness of an organization's workforce planning and employment strategies. Understanding strategic organizational considerations and developing decision-making skills related to the staffing process will be emphasized through text readings, case studies, experiential exercises, and secondary research.",0,N/A,0,N/A,0,N/A,0,N/A,4,d,0,N/A
